pi3k=map3k1,sos=map3k1,tnfa=pi3k,egf=pi3k,!pi3k=gsk3,!ikb=nfkb,egf=sos,!erk=sos,!tnfa=ikb,nfkb=ikb,map3k1=p38,tnfa=p38,map3k1=ap1,sos=raf1,raf1=erk,pi3k+sos=map3k1,egf+tnfa=pi3k,egf+!erk=sos,nfkb+!tnfa=ikb,map3k1+tnfa=p38
1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0
