url,origin,date,status
"http://ec.europa.eu/research/science-society/document_library/pdf_06/rri-report-hilary-sutcliffe_en.pdf","bing","[ { ""$date"" : 1416262182461 }, { ""$date"" : 1416262182500 } ]","[ true, true ]"
"http://ec.europa.eu/research/innovation-union/pdf/expert-groups/Responsible_Research_and_Innovation.pdf","bing","[ { ""$date"" : 1416262186716 }, { ""$date"" : 1416262186717 } ]","[ true, true ]"
"http://en.wikipedia.org/wiki/Responsible_Research_and_Innovation","bing","[ { ""$date"" : 1416262190932 }, { ""$date"" : 1416262190932 } ]","[ true, true ]"
"https://www.scribd.com/doc/143270155/Responsible-Research-and-Innovation","bing","[ { ""$date"" : 1416262195167 }, { ""$date"" : 1416262195168 } ]","[ true, true ]"
"http://www.responsible-innovation.eu/","bing","[ { ""$date"" : 1416262199402 }, { ""$date"" : 1416262199403 } ]","[ true, true ]"
"http://www.ambafrance-uk.org/IMG/pdf/Gilles_LAROCHE.pdf","bing","[ { ""$date"" : 1416262203639 }, { ""$date"" : 1416262203640 } ]","[ true, true ]"
"http://responsibility-rri.eu/","bing","[ { ""$date"" : 1416262207731 }, { ""$date"" : 1416262207732 } ]","[ true, true ]"
"http://www.dmu.ac.uk/research/research-faculties-and-institutes/technology/centre-for-computing-and-social-responsibility/research/responsible-research-and-innovation.aspx","bing","[ { ""$date"" : 1416262211890 }, { ""$date"" : 1416262211891 } ]","[ true, true ]"
"http://europa.eu/rapid/press-release_MEMO-13-987_en.htm","bing","[ { ""$date"" : 1416262216020 }, { ""$date"" : 1416262216021 } ]","[ true, true ]"
"http://www.ucl.ac.uk/sts/research/projects/rri","bing","[ { ""$date"" : 1416262220119 }, { ""$date"" : 1416262220120 } ]","[ true, true ]"
"http://responsible-innovation.org.uk/frriict/wp-content/uploads/2012/03/2011.3647_cover.pdf","bing","[ { ""$date"" : 1416262224226 }, { ""$date"" : 1416262224227 } ]","[ true, true ]"
"http://renevonschomberg.wordpress.com/","bing","[ { ""$date"" : 1416262228335 }, { ""$date"" : 1416262228336 } ]","[ true, true ]"
"http://www.eisri-summit.eu/","bing","[ { ""$date"" : 1416262232453 }, { ""$date"" : 1416262232454 } ]","[ true, true ]"
"http://www.responsible-innovation.org.uk/torrii/","bing","[ { ""$date"" : 1416262236580 }, { ""$date"" : 1416262236581 } ]","[ true, true ]"
"https://www.research.net/s/DelphiResponsibleIndustry_web","bing","[ { ""$date"" : 1416262239749 }, { ""$date"" : 1416262239750 } ]","[ true, true ]"
"http://www.academia.edu/Documents/in/Responsible_Research_and_Innovation","bing","[ { ""$date"" : 1416262242411 }, { ""$date"" : 1416262242412 } ]","[ true, true ]"
"http://bookshop.europa.eu/en/responsible-research-and-innovation-pbKI0214595/","bing","[ { ""$date"" : 1416262245096 }, { ""$date"" : 1416262245097 } ]","[ true, true ]"
"http://www.nerri.eu/eng/about.aspx","bing","[ { ""$date"" : 1416262247779 }, { ""$date"" : 1416262247780 } ]","[ true, true ]"
"http://sb6.biobricks.org/session/day-3/responsible-research-innovation/","bing","[ { ""$date"" : 1416262250534 }, { ""$date"" : 1416262250535 } ]","[ true, true ]"
